fight_id,Method:,Round:,Time:,Time format:,winner,loser
7e551ddb1494a45f,KO/TKO,2,2:10,3 Rnd (5-5-5),Ryan Spann,Marcus Buchecha
2d13778322a8af82,Submission,1,2:06,3 Rnd (5-5-5),Mitch Gagnon,Roman Salazar
fd60e75303622e5e,Decision - Unanimous,3,5:00,3 Rnd (5-5-5),Rafa Garcia,Natan Levy
c7df07266a9597d9,KO/TKO,1,1:18,3 Rnd (5-5-5),Tim Means,Ricky Rainey
4b997af9fb321123,Submission,1,2:54,3 Rnd (5-5-5),Gunnar Nelson,Brandon Thatch
8b87b341bcd130ee,KO/TKO,3,0:26,3 Rnd (5-5-5),Edson Barboza,Mike Lullo
f8fce67abe0ab922,Submission,3,1:43,3 Rnd (5-5-5),Jussier Formiga,Ben Nguyen
6bcf5381dd8de85b,Decision - Unanimous,3,5:00,3 Rnd (5-5-5),Hatsu Hioki,Bart Palaszewski
4efbd869aa0211d2,KO/TKO,2,2:02,3 Rnd (5-5-5),Curtis Blaydes,Cody East
2ebfb072b178649e,KO/TKO,3,3:14,3 Rnd (5-5-5),George Roop,Josh Grispi
b070b8c2c489d838,Decision - Unanimous,5,5:00,5 Rnd (5-5-5-5-5),Leon Edwards,Nate Diaz
089dd2e0cc6395fa,Submission,2,3:06,3 Rnd (5-5-5),Nate Diaz,Kurt Pellegrino
3f71ac21472f994c,Decision - Unanimous,3,5:00,3 Rnd (5-5-5),Marcos Rogerio de Lima,Maurice Greene
55b3724a98c0469c,Decision - Unanimous,3,5:00,3 Rnd (5-5-5),Noad Lahat,Steven Siler
85060e6e71ed14e4,Decision - Unanimous,3,5:00,3 Rnd (5-5-5),Lauren Mueller,Shana Dobson
ca0f0a35a1fcb453,KO/TKO,2,2:45,3 Rnd (5-5-5),Eryk Anders,Kyle Daukaus
f0e0effb1b2de6ae,KO/TKO,2,2:53,3 Rnd (5-5-5),Shana Dobson,Ariel Beck
980927e7dcc131c0,Decision - Unanimous,3,5:00,3 Rnd (5-5-5),Jose Aldo,Pedro Munhoz
475a41d83edd47dd,Decision - Unanimous,3,5:00,3 Rnd (5-5-5),Aisling Daly,Ericka Almeida
4072abf0b0c179f2,Decision - Unanimous,3,5:00,3 Rnd (5-5-5),David Onama,Giga Chikadze
f41c2c82d5117230,Submission,2,3:13,3 Rnd (5-5-5),Allan Nascimento,Cody Durden
0cf7a4593fd44e59,Decision - Unanimous,3,5:00,3 Rnd (5-5-5),Jared Gordon,Leonardo Santos
cf5f9da861c5e63f,Decision - Unanimous,3,5:00,3 Rnd (5-5-5),Nik Lentz,Hacran Dias
613a288e8819fead,Submission,2,1:20,3 Rnd (5-5-5),Michael Chiesa,Beneil Dariush
fd4d5685c2e207b5,KO/TKO,1,0:41,3 Rnd (5-5-5),Matt Mitrione,Derrick Lewis
a020b5b917c27bb8,KO/TKO,1,2:44,3 Rnd (5-5-5),Jared Cannonier,Cyril Asker
038c472ae3fd7728,KO/TKO,1,1:09,3 Rnd (5-5-5),Shane Carwin,Gabriel Gonzaga
95d46f7a7e72f91c,Decision - Unanimous,3,5:00,3 Rnd (5-5-5),Alan Patrick,Damien Brown
b1dee00c3052e65e,Decision - Unanimous,3,5:00,3 Rnd (5-5-5),Edson Barboza,Gilbert Melendez
1a21263dc5d866b6,KO/TKO,2,1:31,3 Rnd (5-5-5),Joey Beltran,Rolles Gracie
86a1be10255eea4e,Decision - Unanimous,5,5:00,5 Rnd (5-5-5-5-5),Lerone Murphy,Josh Emmett
2d80f60b67791b97,KO/TKO,2,2:34,3 Rnd (5-5-5),Cain Velasquez,Denis Stojnic
39d188fa9b95d550,Submission,1,3:56,3 Rnd (5-5-5),Vicente Luque,Tyron Woodley
b9abcce29378e5cc,Decision - Unanimous,3,5:00,3 Rnd (5-5-5),Anthony Pettis,Donald Cerrone
b87ac039e3b13940,KO/TKO,1,3:06,3 Rnd (5-5-5),Tamires Vidal,Ramona Pascual
351532f2fe6804d1,KO/TKO,1,2:31,5 Rnd (5-5-5-5-5),Rafael Dos Anjos,Benson Henderson
92f569a6d9374b86,Decision - Unanimous,3,5:00,3 Rnd (5-5-5),Brad Tavares,Antonio Carlos Junior
e2dc4fb7b5c0ce76,Decision - Unanimous,3,5:00,3 Rnd (5-5-5),Jamie Mullarkey,Rolando Bedoya
01619207a811ef01,Decision - Unanimous,3,5:00,3 Rnd (5-5-5),Jan Blachowicz,Jared Cannonier
2f523b757f7f33a2,KO/TKO,1,0:26,3 Rnd (5-5-5),Jose Delgado,Hyder Amil
c5990f9767b16c48,Decision - Unanimous,3,5:00,3 Rnd (5-5-5),Karolina Kowalkiewicz,Heather Clark
f09c3d8a26806761,Decision - Split,3,5:00,3 Rnd (5-5-5),Nicolas Dalby,Warlley Alves
e00da416750f75a9,KO/TKO,1,2:52,3 Rnd (5-5-5),Scott Askham,Antonio Dos Santos
1e87e0e4da55c92f,Decision - Unanimous,3,5:00,3 Rnd (5-5-5),Chael Sonnen,Dan Miller
e917559aedf85a98,KO/TKO,1,3:30,3 Rnd (5-5-5),Forrest Griffin,Elvis Sinosic
d460961065f1198b,Decision - Unanimous,3,5:00,3 Rnd (5-5-5),Clay Guida,Mac Danzig
5337461354f23b98,Submission,1,3:18,3 Rnd (5-5-5),Abel Trujillo,Tony Sims
225e93ebed9b71b8,Decision - Unanimous,3,5:00,3 Rnd (5-5-5),Joanderson Brito,Isaac Thomson
90e5169190971647,KO/TKO,1,2:17,3 Rnd (5-5-5),Lorenz Larkin,John Howard
3d3dde60e3d59c1c,Decision - Unanimous,3,5:00,3 Rnd (5-5-5),Asu Almabayev,CJ Vergara
b2297232b9310ba5,Decision - Unanimous,3,5:00,3 Rnd (5-5-5),Chris Wade,Frankie Perez
e301a2c3a415cd33,Submission,1,4:42,3 Rnd (5-5-5),Jonathan Goulet,Paul Georgieff
5ff8463edf8155c0,KO/TKO,1,3:53,3 Rnd (5-5-5),Devonte Smith,Dong Hyun Ma
cc4fcfede19bc196,Decision - Unanimous,3,5:00,3 Rnd (5-5-5),JJ Aldrich,Montana De La Rosa
ce82f34bc14f7af0,Decision - Unanimous,3,5:00,3 Rnd (5-5-5),Tatsuya Kawajiri,Jason Knight
58811a4e36c53b89,TKO - Doctor's Stoppage,1,5:00,3 Rnd (5-5-5),Rhys McKee,Daniel Frunza
57f4aac17f067c11,KO/TKO,2,1:27,5 Rnd (5-5-5-5-5),Matt Hughes,Carlos Newton
fad150a0288efbd7,Decision - Split,3,5:00,3 Rnd (5-5-5),Katlyn Cerminara,Amanda Ribas
8a85dffa80e6c7bd,KO/TKO,1,3:37,3 Rnd (5-5-5),Felicia Spencer,Zarah Fairn
1785c7fb722d3007,KO/TKO,1,4:19,3 Rnd (5-5-5),Joseph Benavidez,Alex Perez
1d127ec120dcb58e,Submission,2,2:04,3 Rnd (5-5-5),Tamdan McCrory,Pete Spratt
a4e592c874e8233f,Decision - Unanimous,3,5:00,3 Rnd (5-5-5),Kenichi Yamamoto,Daiju Takase
43682a646b9b956f,Submission,2,4:21,3 Rnd (5-5-5),Jason Knight,Alex Caceres
ad9ecef413a5b48f,Decision - Unanimous,3,5:00,3 Rnd (5-5-5),Aiemann Zahabi,Reginaldo Vieira
3808db1e982cb103,KO/TKO,1,1:28,3 Rnd (5-5-5),Alex White,Estevan Payan
ad63c30e22e63344,KO/TKO,3,3:54,3 Rnd (5-5-5),Jonathan Martinez,Pingyuan Liu
24bcade0007c2246,Decision - Unanimous,3,5:00,3 Rnd (5-5-5),Mario Bautista,Jin Soo Son
5510b86a35c5614b,Decision - Unanimous,3,5:00,3 Rnd (5-5-5),Rafael Natal,Michael Kuiper
27cdd152218b44d4,Submission,1,2:43,3 Rnd (5-5-5),Jason MacDonald,Ed Herman
2328c7832a356a6d,Decision - Unanimous,3,5:00,3 Rnd (5-5-5),Ross Pearson,Dennis Siver
76641669c1607b7a,Submission,1,4:13,3 Rnd (5-5-5),Dione Barbosa,Diana Belbita
b6bd31215bd7ec1f,KO/TKO,2,2:30,5 Rnd (5-5-5-5-5),Junior Dos Santos,Tai Tuivasa
25d4376e00b16510,Decision - Split,3,5:00,3 Rnd (5-5-5),Jessica Penne,Loopy Godinez
0c27552ea7bc8c8a,Submission,1,4:35,3 Rnd (5-5-5),Anderson Dos Santos,Martin Day
16a0352f3e19b931,KO/TKO,1,2:22,5 Rnd (5-5-5-5-5),Stipe Miocic,Junior Dos Santos
a0e4f43827aa81c4,Decision - Unanimous,3,5:00,3 Rnd (5-5-5),Jussier Formiga,Zach Makovsky
b26c2f616c9436fb,Submission,1,12:00,1 Rnd + OT (12-3),Jeremy Horn,Chuck Liddell
e53c8a20819f9be6,KO/TKO,1,0:25,3 Rnd (5-5-5),Nikita Krylov,Walt Harris
e284a194fb4648a9,Submission,3,3:27,3 Rnd (5-5-5),Tresean Gore,Azamat Bekoev
bb42336d6417914c,KO/TKO,2,1:40,3 Rnd (5-5-5),Tai Tuivasa,Derrick Lewis
e0e2c1fc1a178d89,KO/TKO,1,1:41,3 Rnd (5-5-5),Fernando Padilla,Julian Erosa
df2ed8b509fbdbdc,Decision - Split,3,5:00,3 Rnd (5-5-5),Nikolay Veretennikov,Francisco Prado
0239f24134022656,KO/TKO,1,2:28,3 Rnd (5-5-5),Fabricio Werdum,Mike Russow
36807d8a7ebc84a5,Decision - Unanimous,3,5:00,3 Rnd (5-5-5),David Dvorak,Jordan Espinosa
e06bfd0100eccbad,Submission,1,3:27,3 Rnd (5-5-5),Luana Santos,Mariya Agapova
0175c0d2a98576f1,Decision - Unanimous,3,5:00,3 Rnd (5-5-5),Justin Scoggins,Will Campuzano
57a71ab365d2b64d,KO/TKO,3,0:37,3 Rnd (5-5-5),Paul Taylor,Edilberto de Oliveira
677e98ae5834ba70,Decision - Unanimous,3,5:00,3 Rnd (5-5-5),Aljamain Sterling,Augusto Mendes
cd117bfce747184f,Decision - Unanimous,5,5:00,5 Rnd (5-5-5-5-5),Darren Till,Stephen Thompson
e982a2648d69fda6,Decision - Unanimous,3,5:00,3 Rnd (5-5-5),Caio Magalhaes,Nick Ring
f6d09973de0f83e7,KO/TKO,1,3:40,3 Rnd (5-5-5),Luis Felipe Dias,YiSak Lee
a7d397cd0f2ac93a,Decision - Unanimous,3,5:00,3 Rnd (5-5-5),Aiemann Zahabi,Javid Basharat
714d6fc1eaca9624,Submission,3,4:59,3 Rnd (5-5-5),Paul Craig,Magomed Ankalaev
4db2d86ebe8c8abd,Submission,1,2:40,3 Rnd (5-5-5),Jasmine Jasudavicius,Jessica Andrade
1eb7733d880a0b8f,Decision - Unanimous,3,5:00,3 Rnd (5-5-5),Aaron Simpson,Kenny Robertson
603afedc31d95999,Decision - Split,3,5:00,3 Rnd (5-5-5),Jessica Andrade,Marina Rodriguez
ab7bc93bdf4132c4,Decision - Split,3,5:00,3 Rnd (5-5-5),Adam Fugitt,Josh Quinlan
5db3e2fdd18129a4,Decision - Unanimous,3,5:00,3 Rnd (5-5-5),Tatiana Suarez,Viviane Pereira
5dcba156bd13e0c3,Submission,1,1:50,3 Rnd (5-5-5),Marcos Rogerio de Lima,Andrei Arlovski
2c54be25b09fce50,KO/TKO,1,1:22,3 Rnd (5-5-5),Dustin Jacoby,Kennedy Nzechukwu
1d8ee477e682a8fc,Submission,3,4:20,3 Rnd (5-5-5),Paul Craig,Kennedy Nzechukwu
ccac56928fc2b40b,Decision - Unanimous,3,5:00,3 Rnd (5-5-5),Jon Fitch,Mike Pierce
a65909d4083c2088,Decision - Split,3,5:00,3 Rnd (5-5-5),Irene Aldana,Lucie Pudilova
1efc813ccd7a5aba,Submission,2,4:56,3 Rnd (5-5-5),Shavkat Rakhmonov,Stephen Thompson
a0362d60d2e1db0d,Decision - Split,3,5:00,3 Rnd (5-5-5),Loopy Godinez,Tabatha Ricci
77c6a6f33289b872,Decision - Unanimous,3,5:00,3 Rnd (5-5-5),Joanne Wood,Ariane da Silva
eaa885cf7ae31e0b,Submission,3,2:28,3 Rnd (5-5-5),Jasmine Jasudavicius,Ariane da Silva
dd456668731bd52a,KO/TKO,2,4:38,3 Rnd (5-5-5),Li Jingliang,Muslim Salikhov
723a8a8c82cab1c8,KO/TKO,1,4:34,3 Rnd (5-5-5),Dusko Todorovic,Maki Pitolo
d37ed975c2b70fd2,Decision - Unanimous,3,5:00,3 Rnd (5-5-5),Kyoji Horiguchi,Neil Seery
ffbc12e4f821ec68,Decision - Unanimous,3,5:00,3 Rnd (5-5-5),Jacare Souza,Francis Carmont
1218cba28d4dce94,KO/TKO,2,4:49,3 Rnd (5-5-5),Raoni Barcelos,Carlos Huachin
7c13de66ce543d84,Decision - Split,3,5:00,3 Rnd (5-5-5),Dhiego Lima,Court McGee
8a121f9c48f3773c,Decision - Unanimous,3,5:00,3 Rnd (5-5-5),Myktybek Orolbai,Elves Brener
6e652cbaaa406598,Submission,2,3:34,3 Rnd (5-5-5),Aleksandra Albu,Izabela Badurek
3a271d9d9210a818,TKO - Doctor's Stoppage,1,1:21,1 Rnd + OT (12-3),Laverne Clark,Fabiano Iha
87b0475688168a42,KO/TKO,2,3:07,3 Rnd (5-5-5),Lorenz Larkin,Santiago Ponzinibbio
05cceae674c81b86,KO/TKO,3,1:03,5 Rnd (5-5-5-5-5),Valentina Shevchenko,Katlyn Cerminara
3d790112d2e6d851,Decision - Unanimous,3,5:00,3 Rnd (5-5-5),Felipe Colares,Luke Sanders
9450f80c9fab4da1,KO/TKO,1,4:10,3 Rnd (5-5-5),Josh Koscheck,Jonathan Goulet
c93eebe24aa0299d,Decision - Unanimous,5,5:00,5 Rnd (5-5-5-5-5),Valentina Shevchenko,Jennifer Maia
74c58b9d638c5eaa,KO/TKO,2,0:33,3 Rnd (5-5-5),Drakkar Klose,Brandon Jenkins
d8287db48ec356df,Decision - Unanimous,3,5:00,3 Rnd (5-5-5),Anthony Njokuani,Andre Winner
d29dd21d8881a0e0,KO/TKO,1,4:28,3 Rnd (5-5-5),Mauricio Rua,Chuck Liddell
ea8eaf881d38713e,Submission,2,3:37,5 Rnd (5-5-5-5-5),Daniel Cormier,Anthony Johnson
2308e0da38efd4ba,Submission,1,1:38,1 Rnd (20),Dan Severn,Joe Charles
c543563958093446,KO/TKO,2,3:57,3 Rnd (5-5-5),Liz Carmouche,Jessica Andrade
f3c42ce9fad55eb7,Submission,2,2:29,3 Rnd (5-5-5),Jack Shore,Aaron Phillips
178756c3cb23b884,Decision - Unanimous,3,5:00,3 Rnd (5-5-5),TIE,TIE
74e86c7782cafe27,TKO - Doctor's Stoppage,3,0:47,3 Rnd (5-5-5),Shinsho Anzai,Roger Zapata
4c025d1fff9e9fce,KO/TKO,1,4:42,3 Rnd (5-5-5),Jared Gordon,Mark Madsen
37a6fc5e69a7932d,KO/TKO,2,1:38,3 Rnd (5-5-5),Shana Dobson,Mariya Agapova
187681b2843174b5,Decision - Unanimous,3,5:00,3 Rnd (5-5-5),Jose Quinonez,Joey Gomez
3dd0951b8855137d,KO/TKO,2,3:43,3 Rnd (5-5-5),Donald Cerrone,Alexander Hernandez
84e800acc2aacd8e,KO/TKO,2,0:32,3 Rnd (5-5-5),Issei Tamura,Zhang Tiequan
fcf3b0d21df10f56,Decision - Unanimous,3,5:00,3 Rnd (5-5-5),Rich Franklin,Wanderlei Silva
786033c27fdaa020,Decision - Unanimous,3,5:00,3 Rnd (5-5-5),Jorge Masvidal,Tim Means
87790788d1bb3b75,KO/TKO,1,0:45,3 Rnd (5-5-5),Kyle Noke,Charlie Brenneman
6cb9bc7c86ae43b9,Decision - Split,3,5:00,3 Rnd (5-5-5),Dong Hyun Ma,Damien Brown
16216dcec4a48768,Decision - Unanimous,3,5:00,3 Rnd (5-5-5),Rashid Magomedov,Rodrigo Damm
1aedd959f1523a27,Submission,1,0:30,3 Rnd (5-5-5),Sodiq Yusuff,Don Shainis
b3f4583109b429af,KO/TKO,1,4:37,3 Rnd (5-5-5),Cheick Kongo,Mostapha Al-Turk
65270a16c25b59ad,KO/TKO,2,3:19,3 Rnd (5-5-5),Dave Herman,Jon Olav Einemo
241a0833e1c76804,Submission,3,3:54,5 Rnd (5-5-5-5-5),Demian Maia,Ben Askren
b10a94377bce3e22,Decision - Unanimous,3,5:00,3 Rnd (5-5-5),Evan Dunham,Rodrigo Damm
b72c19b80fb47ba4,Decision - Unanimous,3,5:00,3 Rnd (5-5-5),Ryan Bader,Rafael Cavalcante
f592f168f3b8b807,Decision - Unanimous,3,5:00,3 Rnd (5-5-5),Pat Sabatini,Tucker Lutz
312c742e614f8993,KO/TKO,2,1:26,3 Rnd (5-5-5),Taylor Lapilus,Yuta Sasaki
13fa791f0772250c,Decision - Majority,3,5:00,3 Rnd (5-5-5),Matt Hamill,Keith Jardine
89b772f864acb637,Decision - Split,3,5:00,3 Rnd (5-5-5),Ion Cutelaba,Ivan Erslan
85f28a8276a141b6,Decision - Unanimous,2,5:00,2 Rnd (5-5),Shonie Carter,Adrian Serrano
638a999dab6fe310,Decision - Unanimous,3,5:00,3 Rnd (5-5-5),Tim Means,Bernardo Magalhaes
c0c587cb52de929b,Decision - Unanimous,3,5:00,3 Rnd (5-5-5),Danielle Taylor,Jessica Penne
81fda78adcaedbc7,KO/TKO,1,0:14,3 Rnd (5-5-5),Bryan Battle,Gabe Green
28b6ee9c3eb8b753,Submission,2,4:28,3 Rnd (5-5-5),Miguel Baeza,Takashi Sato
2e4064e0e6d4d92e,Decision - Unanimous,3,5:00,3 Rnd (5-5-5),Quillan Salkilld,Yanal Ashmouz
4cb249714ff56656,Decision - Unanimous,3,5:00,3 Rnd (5-5-5),Pannie Kianzad,Sijara Eubanks
188b63ec6ee1c1c9,Decision - Unanimous,3,5:00,3 Rnd (5-5-5),Andrei Arlovski,Carlos Felipe
c1f74805a4ff9396,Decision - Unanimous,3,5:00,3 Rnd (5-5-5),TJ Dillashaw,Raphael Assuncao
697e38075fd41819,KO/TKO,3,1:32,3 Rnd (5-5-5),Ibo Aslan,Anton Turkalj
fd29123ff92789e4,KO/TKO,2,4:31,3 Rnd (5-5-5),Joshua Van,Felipe Bunes
09afa6ce4747a1a2,KO/TKO,1,2:01,3 Rnd (5-5-5),Chris Gutierrez,Frankie Edgar
9a6b4829863eb9dc,KO/TKO,2,0:17,3 Rnd (5-5-5),Eddie Sanchez,Mario Neto
1143d37503a9527d,Decision - Unanimous,3,5:00,3 Rnd (5-5-5),Vinc Pichel,Garett Whiteley
791b8b3a475487e9,KO/TKO,2,0:29,3 Rnd (5-5-5),Mike Pierce,Kenny Robertson
7e20b0536fbbd560,Decision - Split,3,5:00,3 Rnd (5-5-5),Jeff Molina,Zhalgas Zhumagulov
8a95f0e3f9111f0c,Decision - Majority,3,5:00,3 Rnd (5-5-5),JunYong Park,Tafon Nchukwi
9e45cc594a5a2506,KO/TKO,1,0:49,3 Rnd (5-5-5),Tai Tuivasa,Harry Hunsucker
560cec2acc9b0a13,Decision - Unanimous,3,5:00,3 Rnd (5-5-5),Nick Catone,Constantinos Philippou
b6e086dd8093355d,Submission,1,3:54,3 Rnd (5-5-5),Tyson Pedro,Saparbeg Safarov
3c49bf20e4442a81,Submission,1,0:20,3 Rnd (5-5-5),Dennis Hallman,Matt Hughes
0673d8ab0add7a05,KO/TKO,3,3:52,3 Rnd (5-5-5),Anthony Smith,Andrew Sanchez
fe132ef2ab8ae9d2,Decision - Unanimous,3,5:00,3 Rnd (5-5-5),Devin Clark,Josh Stansbury
04d97700dbdaef5e,Submission,3,2:24,3 Rnd (5-5-5),Nik Lentz,Waylon Lowe
4b4c4df2778538d9,Decision - Unanimous,3,5:00,3 Rnd (5-5-5),Paulo Thiago,Michel Prazeres
165d3a571fcc5e3c,KO/TKO,1,3:37,3 Rnd (5-5-5),Vinc Pichel,Damien Brown
b12d96ba9426b8d4,KO/TKO,2,4:24,3 Rnd (5-5-5),Michael Bisping,Denis Kang
0170db5fad04e4d0,Submission,2,3:18,3 Rnd (5-5-5),Brandon Royval,Tim Elliott
364ed6aecfc8d16d,Decision - Unanimous,3,5:00,3 Rnd (5-5-5),Francisco Trevino,Renee Forte
534c07488396e124,KO/TKO,2,3:05,3 Rnd (5-5-5),Uros Medic,Omar Morales
a570acbbcbbd151d,Decision - Unanimous,3,5:00,3 Rnd (5-5-5),Amir Sadollah,Brad Blackburn
110d18c0953bde1d,KO/TKO,1,2:32,5 Rnd (5-5-5-5-5),Vitor Belfort,Luke Rockhold
14b450e4ff3c5b97,Decision - Unanimous,3,5:00,3 Rnd (5-5-5),Mike Massenzio,Steve Cantwell
8725dc88f2e0a6f3,KO/TKO,2,4:42,3 Rnd (5-5-5),Raulian Paiva,Mark De La Rosa
ac977a0389682124,Decision - Unanimous,3,5:00,3 Rnd (5-5-5),Waldo Cortes Acosta,Serghei Spivac
1db8bed8b4d30fb3,Decision - Unanimous,2,5:00,2 Rnd (5-5),Travis Fulton,David Dodd
ba5b23e7ef308883,Decision - Unanimous,3,5:00,3 Rnd (5-5-5),Rani Yahya,Mike Brown
8ce926b4d38a55a0,Submission,1,1:40,3 Rnd (5-5-5),Montel Jackson,Brian Kelleher
147e31abbe3927d0,Decision - Majority,3,5:00,3 Rnd (5-5-5),Serghei Spivac,Carlos Felipe
ab14dbff9d2ae41a,KO/TKO,2,3:12,5 Rnd (5-5-5-5-5),Derrick Lewis,Travis Browne
1a637fbda4bdf575,KO/TKO,1,0:18,3 Rnd (5-5-5),Dooho Choi,Juan Manuel Puig
