fight_id,method,round,winner,loser,time_sec,round_total
475a41d83edd47dd,Decision - Unanimous,3,Aisling Daly,Ericka Almeida,300,3
4072abf0b0c179f2,Decision - Unanimous,3,David Onama,Giga Chikadze,300,3
f41c2c82d5117230,Submission,2,Allan Nascimento,Cody Durden,300,3
0cf7a4593fd44e59,Decision - Unanimous,3,Jared Gordon,Leonardo Santos,300,3
cf5f9da861c5e63f,Decision - Unanimous,3,Nik Lentz,Hacran Dias,300,3
613a288e8819fead,Submission,2,Michael Chiesa,Beneil Dariush,300,3
fd4d5685c2e207b5,KO/TKO,1,Matt Mitrione,Derrick Lewis,300,3
a020b5b917c27bb8,KO/TKO,1,Jared Cannonier,Cyril Asker,300,3
038c472ae3fd7728,KO/TKO,1,Shane Carwin,Gabriel Gonzaga,300,3
95d46f7a7e72f91c,Decision - Unanimous,3,Alan Patrick,Damien Brown,300,3
b1dee00c3052e65e,Decision - Unanimous,3,Edson Barboza,Gilbert Melendez,300,3
1a21263dc5d866b6,KO/TKO,2,Joey Beltran,Rolles Gracie,300,3
86a1be10255eea4e,Decision - Unanimous,5,Lerone Murphy,Josh Emmett,300,5
2d80f60b67791b97,KO/TKO,2,Cain Velasquez,Denis Stojnic,300,3
39d188fa9b95d550,Submission,1,Vicente Luque,Tyron Woodley,300,3
b9abcce29378e5cc,Decision - Unanimous,3,Anthony Pettis,Donald Cerrone,300,3
b87ac039e3b13940,KO/TKO,1,Tamires Vidal,Ramona Pascual,300,3
351532f2fe6804d1,KO/TKO,1,Rafael Dos Anjos,Benson Henderson,300,5
92f569a6d9374b86,Decision - Unanimous,3,Brad Tavares,Antonio Carlos Junior,300,3
e2dc4fb7b5c0ce76,Decision - Unanimous,3,Jamie Mullarkey,Rolando Bedoya,300,3
01619207a811ef01,Decision - Unanimous,3,Jan Blachowicz,Jared Cannonier,300,3
2f523b757f7f33a2,KO/TKO,1,Jose Delgado,Hyder Amil,300,3
c5990f9767b16c48,Decision - Unanimous,3,Karolina Kowalkiewicz,Heather Clark,300,3
f09c3d8a26806761,Decision - Split,3,Nicolas Dalby,Warlley Alves,300,3
e00da416750f75a9,KO/TKO,1,Scott Askham,Antonio Dos Santos,300,3
1e87e0e4da55c92f,Decision - Unanimous,3,Chael Sonnen,Dan Miller,300,3
e917559aedf85a98,KO/TKO,1,Forrest Griffin,Elvis Sinosic,300,3
d460961065f1198b,Decision - Unanimous,3,Clay Guida,Mac Danzig,300,3
5337461354f23b98,Submission,1,Abel Trujillo,Tony Sims,300,3
225e93ebed9b71b8,Decision - Unanimous,3,Joanderson Brito,Isaac Thomson,300,3
90e5169190971647,KO/TKO,1,Lorenz Larkin,John Howard,300,3
3d3dde60e3d59c1c,Decision - Unanimous,3,Asu Almabayev,CJ Vergara,300,3
b2297232b9310ba5,Decision - Unanimous,3,Chris Wade,Frankie Perez,300,3
e301a2c3a415cd33,Submission,1,Jonathan Goulet,Paul Georgieff,300,3
5ff8463edf8155c0,KO/TKO,1,Devonte Smith,Dong Hyun Ma,300,3
cc4fcfede19bc196,Decision - Unanimous,3,JJ Aldrich,Montana De La Rosa,300,3
ce82f34bc14f7af0,Decision - Unanimous,3,Tatsuya Kawajiri,Jason Knight,300,3
58811a4e36c53b89,TKO - Doctor's Stoppage,1,Rhys McKee,Daniel Frunza,300,3
57f4aac17f067c11,KO/TKO,2,Matt Hughes,Carlos Newton,300,5
fad150a0288efbd7,Decision - Split,3,Katlyn Cerminara,Amanda Ribas,300,3
8a85dffa80e6c7bd,KO/TKO,1,Felicia Spencer,Zarah Fairn,300,3
1785c7fb722d3007,KO/TKO,1,Joseph Benavidez,Alex Perez,300,3
1d127ec120dcb58e,Submission,2,Tamdan McCrory,Pete Spratt,300,3
a4e592c874e8233f,Decision - Unanimous,3,Kenichi Yamamoto,Daiju Takase,300,3
43682a646b9b956f,Submission,2,Jason Knight,Alex Caceres,300,3
ad9ecef413a5b48f,Decision - Unanimous,3,Aiemann Zahabi,Reginaldo Vieira,300,3
3808db1e982cb103,KO/TKO,1,Alex White,Estevan Payan,300,3
ad63c30e22e63344,KO/TKO,3,Jonathan Martinez,Pingyuan Liu,300,3
24bcade0007c2246,Decision - Unanimous,3,Mario Bautista,Jin Soo Son,300,3
5510b86a35c5614b,Decision - Unanimous,3,Rafael Natal,Michael Kuiper,300,3
27cdd152218b44d4,Submission,1,Jason MacDonald,Ed Herman,300,3
2328c7832a356a6d,Decision - Unanimous,3,Ross Pearson,Dennis Siver,300,3
76641669c1607b7a,Submission,1,Dione Barbosa,Diana Belbita,300,3
b6bd31215bd7ec1f,KO/TKO,2,Junior Dos Santos,Tai Tuivasa,300,5
25d4376e00b16510,Decision - Split,3,Jessica Penne,Loopy Godinez,300,3
0c27552ea7bc8c8a,Submission,1,Anderson Dos Santos,Martin Day,300,3
16a0352f3e19b931,KO/TKO,1,Stipe Miocic,Junior Dos Santos,300,5
a0e4f43827aa81c4,Decision - Unanimous,3,Jussier Formiga,Zach Makovsky,300,3
b26c2f616c9436fb,Submission,1,Jeremy Horn,Chuck Liddell,,
e53c8a20819f9be6,KO/TKO,1,Nikita Krylov,Walt Harris,300,3
e284a194fb4648a9,Submission,3,Tresean Gore,Azamat Bekoev,300,3
bb42336d6417914c,KO/TKO,2,Tai Tuivasa,Derrick Lewis,300,3
e0e2c1fc1a178d89,KO/TKO,1,Fernando Padilla,Julian Erosa,300,3
df2ed8b509fbdbdc,Decision - Split,3,Nikolay Veretennikov,Francisco Prado,300,3
0239f24134022656,KO/TKO,1,Fabricio Werdum,Mike Russow,300,3
36807d8a7ebc84a5,Decision - Unanimous,3,David Dvorak,Jordan Espinosa,300,3
e06bfd0100eccbad,Submission,1,Luana Santos,Mariya Agapova,300,3
0175c0d2a98576f1,Decision - Unanimous,3,Justin Scoggins,Will Campuzano,300,3
57a71ab365d2b64d,KO/TKO,3,Paul Taylor,Edilberto de Oliveira,300,3
677e98ae5834ba70,Decision - Unanimous,3,Aljamain Sterling,Augusto Mendes,300,3
cd117bfce747184f,Decision - Unanimous,5,Darren Till,Stephen Thompson,300,5
e982a2648d69fda6,Decision - Unanimous,3,Caio Magalhaes,Nick Ring,300,3
f6d09973de0f83e7,KO/TKO,1,Luis Felipe Dias,YiSak Lee,300,3
a7d397cd0f2ac93a,Decision - Unanimous,3,Aiemann Zahabi,Javid Basharat,300,3
714d6fc1eaca9624,Submission,3,Paul Craig,Magomed Ankalaev,300,3
4db2d86ebe8c8abd,Submission,1,Jasmine Jasudavicius,Jessica Andrade,300,3
1eb7733d880a0b8f,Decision - Unanimous,3,Aaron Simpson,Kenny Robertson,300,3
603afedc31d95999,Decision - Split,3,Jessica Andrade,Marina Rodriguez,300,3
ab7bc93bdf4132c4,Decision - Split,3,Adam Fugitt,Josh Quinlan,300,3
5db3e2fdd18129a4,Decision - Unanimous,3,Tatiana Suarez,Viviane Pereira,300,3
5dcba156bd13e0c3,Submission,1,Marcos Rogerio de Lima,Andrei Arlovski,300,3
2c54be25b09fce50,KO/TKO,1,Dustin Jacoby,Kennedy Nzechukwu,300,3
1d8ee477e682a8fc,Submission,3,Paul Craig,Kennedy Nzechukwu,300,3
ccac56928fc2b40b,Decision - Unanimous,3,Jon Fitch,Mike Pierce,300,3
a65909d4083c2088,Decision - Split,3,Irene Aldana,Lucie Pudilova,300,3
1efc813ccd7a5aba,Submission,2,Shavkat Rakhmonov,Stephen Thompson,300,3
a0362d60d2e1db0d,Decision - Split,3,Loopy Godinez,Tabatha Ricci,300,3
77c6a6f33289b872,Decision - Unanimous,3,Joanne Wood,Ariane da Silva,300,3
eaa885cf7ae31e0b,Submission,3,Jasmine Jasudavicius,Ariane da Silva,300,3
dd456668731bd52a,KO/TKO,2,Li Jingliang,Muslim Salikhov,300,3
723a8a8c82cab1c8,KO/TKO,1,Dusko Todorovic,Maki Pitolo,300,3
d37ed975c2b70fd2,Decision - Unanimous,3,Kyoji Horiguchi,Neil Seery,300,3
ffbc12e4f821ec68,Decision - Unanimous,3,Jacare Souza,Francis Carmont,300,3
1218cba28d4dce94,KO/TKO,2,Raoni Barcelos,Carlos Huachin,300,3
7c13de66ce543d84,Decision - Split,3,Dhiego Lima,Court McGee,300,3
8a121f9c48f3773c,Decision - Unanimous,3,Myktybek Orolbai,Elves Brener,300,3
6e652cbaaa406598,Submission,2,Aleksandra Albu,Izabela Badurek,300,3
3a271d9d9210a818,TKO - Doctor's Stoppage,1,Laverne Clark,Fabiano Iha,,
87b0475688168a42,KO/TKO,2,Lorenz Larkin,Santiago Ponzinibbio,300,3
05cceae674c81b86,KO/TKO,3,Valentina Shevchenko,Katlyn Cerminara,300,5
3d790112d2e6d851,Decision - Unanimous,3,Felipe Colares,Luke Sanders,300,3
9450f80c9fab4da1,KO/TKO,1,Josh Koscheck,Jonathan Goulet,300,3
c93eebe24aa0299d,Decision - Unanimous,5,Valentina Shevchenko,Jennifer Maia,300,5
74c58b9d638c5eaa,KO/TKO,2,Drakkar Klose,Brandon Jenkins,300,3
d8287db48ec356df,Decision - Unanimous,3,Anthony Njokuani,Andre Winner,300,3
d29dd21d8881a0e0,KO/TKO,1,Mauricio Rua,Chuck Liddell,300,3
ea8eaf881d38713e,Submission,2,Daniel Cormier,Anthony Johnson,300,5
2308e0da38efd4ba,Submission,1,Dan Severn,Joe Charles,,
c543563958093446,KO/TKO,2,Liz Carmouche,Jessica Andrade,300,3
f3c42ce9fad55eb7,Submission,2,Jack Shore,Aaron Phillips,300,3
178756c3cb23b884,Decision - Unanimous,3,TIE,TIE,300,3
74e86c7782cafe27,TKO - Doctor's Stoppage,3,Shinsho Anzai,Roger Zapata,300,3
4c025d1fff9e9fce,KO/TKO,1,Jared Gordon,Mark Madsen,300,3
37a6fc5e69a7932d,KO/TKO,2,Shana Dobson,Mariya Agapova,300,3
187681b2843174b5,Decision - Unanimous,3,Jose Quinonez,Joey Gomez,300,3
3dd0951b8855137d,KO/TKO,2,Donald Cerrone,Alexander Hernandez,300,3
84e800acc2aacd8e,KO/TKO,2,Issei Tamura,Zhang Tiequan,300,3
fcf3b0d21df10f56,Decision - Unanimous,3,Rich Franklin,Wanderlei Silva,300,3
786033c27fdaa020,Decision - Unanimous,3,Jorge Masvidal,Tim Means,300,3
87790788d1bb3b75,KO/TKO,1,Kyle Noke,Charlie Brenneman,300,3
6cb9bc7c86ae43b9,Decision - Split,3,Dong Hyun Ma,Damien Brown,300,3
16216dcec4a48768,Decision - Unanimous,3,Rashid Magomedov,Rodrigo Damm,300,3
1aedd959f1523a27,Submission,1,Sodiq Yusuff,Don Shainis,300,3
b3f4583109b429af,KO/TKO,1,Cheick Kongo,Mostapha Al-Turk,300,3
65270a16c25b59ad,KO/TKO,2,Dave Herman,Jon Olav Einemo,300,3
241a0833e1c76804,Submission,3,Demian Maia,Ben Askren,300,5
b10a94377bce3e22,Decision - Unanimous,3,Evan Dunham,Rodrigo Damm,300,3
b72c19b80fb47ba4,Decision - Unanimous,3,Ryan Bader,Rafael Cavalcante,300,3
f592f168f3b8b807,Decision - Unanimous,3,Pat Sabatini,Tucker Lutz,300,3
312c742e614f8993,KO/TKO,2,Taylor Lapilus,Yuta Sasaki,300,3
13fa791f0772250c,Decision - Majority,3,Matt Hamill,Keith Jardine,300,3
89b772f864acb637,Decision - Split,3,Ion Cutelaba,Ivan Erslan,300,3
85f28a8276a141b6,Decision - Unanimous,2,Shonie Carter,Adrian Serrano,300,2
638a999dab6fe310,Decision - Unanimous,3,Tim Means,Bernardo Magalhaes,300,3
c0c587cb52de929b,Decision - Unanimous,3,Danielle Taylor,Jessica Penne,300,3
81fda78adcaedbc7,KO/TKO,1,Bryan Battle,Gabe Green,300,3
28b6ee9c3eb8b753,Submission,2,Miguel Baeza,Takashi Sato,300,3
2e4064e0e6d4d92e,Decision - Unanimous,3,Quillan Salkilld,Yanal Ashmouz,300,3
4cb249714ff56656,Decision - Unanimous,3,Pannie Kianzad,Sijara Eubanks,300,3
188b63ec6ee1c1c9,Decision - Unanimous,3,Andrei Arlovski,Carlos Felipe,300,3
c1f74805a4ff9396,Decision - Unanimous,3,TJ Dillashaw,Raphael Assuncao,300,3
697e38075fd41819,KO/TKO,3,Ibo Aslan,Anton Turkalj,300,3
fd29123ff92789e4,KO/TKO,2,Joshua Van,Felipe Bunes,300,3
09afa6ce4747a1a2,KO/TKO,1,Chris Gutierrez,Frankie Edgar,300,3
9a6b4829863eb9dc,KO/TKO,2,Eddie Sanchez,Mario Neto,300,3
1143d37503a9527d,Decision - Unanimous,3,Vinc Pichel,Garett Whiteley,300,3
791b8b3a475487e9,KO/TKO,2,Mike Pierce,Kenny Robertson,300,3
7e20b0536fbbd560,Decision - Split,3,Jeff Molina,Zhalgas Zhumagulov,300,3
8a95f0e3f9111f0c,Decision - Majority,3,JunYong Park,Tafon Nchukwi,300,3
9e45cc594a5a2506,KO/TKO,1,Tai Tuivasa,Harry Hunsucker,300,3
560cec2acc9b0a13,Decision - Unanimous,3,Nick Catone,Constantinos Philippou,300,3
b6e086dd8093355d,Submission,1,Tyson Pedro,Saparbeg Safarov,300,3
3c49bf20e4442a81,Submission,1,Dennis Hallman,Matt Hughes,300,3
0673d8ab0add7a05,KO/TKO,3,Anthony Smith,Andrew Sanchez,300,3
fe132ef2ab8ae9d2,Decision - Unanimous,3,Devin Clark,Josh Stansbury,300,3
04d97700dbdaef5e,Submission,3,Nik Lentz,Waylon Lowe,300,3
4b4c4df2778538d9,Decision - Unanimous,3,Paulo Thiago,Michel Prazeres,300,3
165d3a571fcc5e3c,KO/TKO,1,Vinc Pichel,Damien Brown,300,3
b12d96ba9426b8d4,KO/TKO,2,Michael Bisping,Denis Kang,300,3
0170db5fad04e4d0,Submission,2,Brandon Royval,Tim Elliott,300,3
364ed6aecfc8d16d,Decision - Unanimous,3,Francisco Trevino,Renee Forte,300,3
534c07488396e124,KO/TKO,2,Uros Medic,Omar Morales,300,3
a570acbbcbbd151d,Decision - Unanimous,3,Amir Sadollah,Brad Blackburn,300,3
110d18c0953bde1d,KO/TKO,1,Vitor Belfort,Luke Rockhold,300,5
14b450e4ff3c5b97,Decision - Unanimous,3,Mike Massenzio,Steve Cantwell,300,3
8725dc88f2e0a6f3,KO/TKO,2,Raulian Paiva,Mark De La Rosa,300,3
ac977a0389682124,Decision - Unanimous,3,Waldo Cortes Acosta,Serghei Spivac,300,3
1db8bed8b4d30fb3,Decision - Unanimous,2,Travis Fulton,David Dodd,300,2
ba5b23e7ef308883,Decision - Unanimous,3,Rani Yahya,Mike Brown,300,3
8ce926b4d38a55a0,Submission,1,Montel Jackson,Brian Kelleher,300,3
147e31abbe3927d0,Decision - Majority,3,Serghei Spivac,Carlos Felipe,300,3
ab14dbff9d2ae41a,KO/TKO,2,Derrick Lewis,Travis Browne,300,5
1a637fbda4bdf575,KO/TKO,1,Dooho Choi,Juan Manuel Puig,300,3
498766b46b8b4a7f,KO/TKO,1,Khamzat Chimaev,Gerald Meerschaert,300,3
5f9b063630e52778,Decision - Split,3,Tito Ortiz,Forrest Griffin,300,3
dff7ce155b47442c,Decision - Unanimous,3,Ronny Markes,Andrew Craig,300,3
8289033e03b4d9a3,Decision - Split,3,CJ Vergara,Kleydson Rodrigues,300,3
3a7d76e3c0b503c3,Submission,1,Daniel Kelly,Luke Zachrich,300,3
f9830f1c23ac92d0,Submission,1,Montana De La Rosa,Christina Marks,300,3
f8bb0aed83bd8638,Decision - Split,3,Jessica Eye,Kalindra Faria,300,3
750257171ad29a2c,KO/TKO,2,Bogdan Grad,Lucas Alexander,300,3
5da7168ac2ff0e1d,KO/TKO,1,Matt Frevola,Genaro Valdez,300,3
fa537adfb4a7b719,Decision - Unanimous,3,Rafael Natal,Tom Watson,300,3
a551d93167533459,Decision - Split,3,Max Holloway,Leonard Garcia,300,3
e240d6f77747ec46,KO/TKO,1,Manuel Torres,Frank Camacho,300,3
d62aec55bc142346,Submission,1,Ken Shamrock,Dan Severn,,
858feabaf429a963,KO/TKO,2,Dricus Du Plessis,Trevin Giles,300,3
8bf419824ca91470,Decision - Unanimous,3,Bec Rawlings,Seo Hee Ham,300,3
3ee578ddd071ad4c,Decision - Unanimous,3,Mason Jones,Axel Sola,300,3
5bfba809430d178b,KO/TKO,1,Luigi Fioravanti,Solomon Hutcherson,300,3
21b02cb26307ac0f,KO/TKO,1,Shane Nelson,Aaron Riley,300,3
372d1dee0db8dbee,Decision - Split,3,Michel Pereira,Zach Reese,300,3
96da5813683649f5,KO/TKO,2,Jason MacDonald,Joe Doerksen,300,3
5169aaf0ce80d1f8,Decision - Unanimous,3,Benson Henderson,Jim Miller,300,3
53e818dd5abdf787,Submission,3,Renan Barao,Mitch Gagnon,300,3
6b0430e9c97afec7,Submission,1,David Abbott,Steve Jennum,,
bddf441908777c0c,KO/TKO,1,Anthony Pettis,Donald Cerrone,300,3
81734d11cb6a8ebb,Submission,2,Jason MacDonald,Jason Lambert,300,3
2a5fd0e2728967a5,KO/TKO,1,Hector Lombard,Nate Marquardt,300,3
ed707998b13d0101,Decision - Unanimous,5,Belal Muhammad,Gilbert Burns,300,5
b03816c9ccd089d7,KO/TKO,2,Roan Carneiro,Tony DeSouza,300,3
11cb7d7d774d5e6a,Decision - Unanimous,3,John Moraga,Ashkan Mokhtarian,300,3
e4bbec619aa04dea,KO/TKO,3,Viviane Araujo,Talita Bernardo,300,3
bf1a7590c455bc7b,Decision - Unanimous,3,Clay Collard,Alex White,300,3
6a4ba72b084193b5,Decision - Unanimous,3,Philipe Lins,Marcin Prachnio,300,3
d5e7fe1f5035505c,Decision - Unanimous,3,Brian Ebersole,Chris Lytle,300,3
e47523ac32bfa24c,Submission,1,Westin Wilson,Jeka Saragih,300,3
d54ebd2a3435a357,KO/TKO,2,Jonny Parsons,Danny Roberts,300,3
e8093d77f566fe51,Decision - Unanimous,3,Yan Xiaonan,Syuri Kondo,300,3
410e65e4d1782bfc,Decision - Unanimous,3,Kai Kara-France,Askar Askarov,300,3
7a3947a0e7bc3558,Decision - Split,3,Mike Perry,Paul Felder,300,3
8308464729ea7c40,Submission,3,Alexandre Pantoja,Kai Kara-France,300,5
73a299d44d2ef5cd,Decision - Unanimous,3,Aleksei Kunchenko,Yushin Okami,300,3
868833557ae90877,KO/TKO,1,Anthony Johnson,Luigi Fioravanti,300,3
e5e3d396a9b1c5ae,Decision - Unanimous,3,Muin Gafurov,Rinya Nakamura,300,3
859ca56770ac7672,Submission,1,Mackenzie Dern,Randa Markos,300,3
724dd26b47b7349e,Decision - Unanimous,3,Matt Hamill,Seth Petruzelli,300,3
c2f0a53cd67e1736,Submission,3,Dong Hyun Kim,Joshua Burkman,300,3
70995170c27c4143,Decision - Unanimous,3,Mark Bocek,Nik Lentz,300,3
35addc4646509286,KO/TKO,2,HyunSung Park,Shannon Ross,300,3
cd96998e837b0da1,KO/TKO,4,Mark Hunt,Derrick Lewis,300,5
6d4b6224f26572f9,Decision - Unanimous,5,Belal Muhammad,Vicente Luque,300,5
f327f8e59acfab1b,Submission,2,Clay Guida,Takanori Gomi,300,3
25548d526c3a7587,Submission,2,Ryan Spann,Devin Clark,300,3
04c9ebe419195f8b,KO/TKO,1,Michel Pereira,Danny Roberts,300,3
a245b4d0a7861fb8,Submission,1,DaMarques Johnson,Mike Guymon,300,3
28a8c644c87ce45e,KO/TKO,2,Melvin Guillard,Gabe Ruediger,300,3
1eccf793b54b84f8,Submission,1,Gillian Robertson,Emily Whitmire,300,3
d236fe0f180312e3,Decision - Split,3,Mike Pyle,Rick Story,300,3
1c43b38c1f4bdbe2,KO/TKO,1,Alistair Overeem,Sergei Pavlovich,300,3
e06ff3d3f1c0ab69,KO/TKO,5,Ricco Rodriguez,Randy Couture,300,5
767ceb4a0cb43ade,Decision - Majority,5,Nassourdine Imavov,Roman Dolidze,300,5
e3ecb94228c2739f,KO/TKO,1,Jared Gooden,Niklas Stolze,300,3
780bae82bdfc7112,KO/TKO,3,Keiichiro Nakamura,Sebastian Szalay,,
57dec2b07b75dada,Submission,1,Casey Kenney,Louis Smolka,300,3
5934de85b9c53e7c,Submission,2,Jesse Taylor,Dhiego Lima,,
b7ab4cd6ce7a71dd,KO/TKO,1,Thibault Gouti,Andrew Holbrook,300,3
d1d7400c131ed40e,KO/TKO,1,Alejandro Perez,Ian Entwistle,300,3
0669231ebe3dd560,KO/TKO,1,Jack Della Maddalena,Pete Rodriguez,300,3
25b8c932da5e91f4,Decision - Unanimous,3,Alexa Grasso,Maycee Barber,300,3
3f1d1bd33a296f26,KO/TKO,2,Daron Cruickshank,Mike Rio,300,3
e82f15afac3dac93,KO/TKO,1,Jailton Almeida,Danilo Marques,300,3
15705df8ba8dcbe1,Decision - Split,3,Yoshihiro Akiyama,Alan Belcher,300,3
5060770f197e2147,Decision - Split,3,George Roop,David Kaplan,300,3
96c95cff535291d9,Decision - Split,3,Paul Taylor,Jess Liaudin,300,3
78f46acac9223859,KO/TKO,2,Thiago Alves,Karo Parisyan,300,3
76690fbdcaa85c21,Decision - Split,3,Clay Guida,Hatsu Hioki,300,3
8ec7d82619bfb564,Decision - Split,3,Mauricio Rua,Corey Anderson,300,3
27e421b97bf57d3d,KO/TKO,2,Elias Theodorou,Roger Narvaez,300,3
a29236fcb395f443,Decision - Majority,3,Stefan Struve,Paul Buentello,300,3
632c2d4ed12f2bdf,KO/TKO,1,Joanderson Brito,Andre Fili,300,3
